VALIDACIONES PRESENCIALES NORMALIZADAS A 24H
Fuente: DOCX/CSV locales procesados por FincaDiag.
Nota: este archivo es canónico para revisión humana; el motor ya normaliza internamente estas horas.

## 2026-04-06 PM
Ventana de ordeño: 13:06 - 14:08
Vacas registradas: 19
Vaca 664 | entrada 12:51 | tag 12:51 | salida 12:57 | rfid si | flujo si | doc validacion_visita_16_05_2026.docx
Vaca 607 | entrada 12:53 | tag 12:53 | salida 13:01 | rfid si | flujo si | doc validacion_visita_16_05_2026.docx
Vaca 752 | entrada 12:53 | tag 12:53 | salida 12:59 | rfid si | flujo dudoso | doc validacion_visita_16_05_2026.docx
Vaca 424 | entrada 12:59 | tag 13:01 | salida 13:04 | rfid dudoso | flujo dudoso | doc validacion_visita_16_05_2026.docx
Vaca 497 | entrada 12:59 | tag 13:01 | salida 13:07 | rfid dudoso | flujo dudoso | doc validacion_visita_16_05_2026.docx
Vaca 746 | entrada 12:59 | tag 13:01 | salida 13:07 | rfid dudoso | flujo dudoso | doc validacion_visita_16_05_2026.docx
Vaca 773 | entrada 13:02 | tag 13:02 | salida 13:09 | rfid si | flujo si | doc validacion_visita_16_05_2026.docx
Vaca 777 | entrada 13:02 | tag 13:02 | salida 13:09 | rfid si | flujo si | doc validacion_visita_16_05_2026.docx
Vaca 778 | entrada 13:02 | tag 13:02 | salida 13:10 | rfid si | flujo si | doc validacion_visita_16_05_2026.docx
Vaca 474 | entrada 13:08 | tag 13:08 | salida 13:16 | rfid si | flujo si | doc validacion_visita_16_05_2026.docx
Vaca 538 | entrada 13:21 | tag 13:21 | salida 13:30 | rfid si | flujo si | doc validacion_visita_16_05_2026.docx
Vaca 460 | entrada 13:29 | tag 13:29 | salida 13:36 | rfid si | flujo si | doc validacion_visita_16_05_2026.docx
Vaca 634 | entrada 13:29 | tag 13:29 | salida 13:41 | rfid si | flujo si | doc validacion_visita_16_05_2026.docx
Vaca 514 | entrada 13:30 | tag 13:30 | salida 13:41 | rfid si | flujo si | doc validacion_visita_16_05_2026.docx
Vaca 688 | entrada 13:33 | tag 13:33 | salida 13:47 | rfid si | flujo si | doc validacion_visita_16_05_2026.docx
Vaca 754 | entrada 13:33 | tag 13:33 | salida 13:47 | rfid si | flujo si | doc validacion_visita_16_05_2026.docx
Vaca 531 | entrada 13:37 | tag 13:37 | salida 13:47 | rfid si | flujo si | doc validacion_visita_16_05_2026.docx
Vaca 762 | entrada 13:37 | tag 13:37 | salida 13:37 | rfid si | flujo si | doc validacion_visita_16_05_2026.docx
Vaca 762 | entrada 13:42 | tag 13:42 | salida 13:47 | rfid si | flujo si | doc validacion_visita_16_05_2026.docx

## 2026-05-19 PM
Ventana de ordeño: 12:56 - 13:58
Vacas registradas: 20
Vaca 607 | entrada 12:57 | tag 12:57 | salida 13:05 | rfid si | flujo si | doc validacion_visita_19_05_2026.docx
Vaca 664 | entrada 12:57 | tag 12:57 | salida 13:03 | rfid si | flujo si | doc validacion_visita_19_05_2026.docx
Vaca 491 | entrada 13:01 | tag 13:01 | salida 13:09 | rfid si | flujo si | doc validacion_visita_19_05_2026.docx
Vaca 538 | entrada 13:01 | tag 13:01 | salida 13:08 | rfid si | flujo si | doc validacion_visita_19_05_2026.docx
Vaca 741 | entrada 13:01 | tag 13:01 | salida 13:08 | rfid si | flujo si | doc validacion_visita_19_05_2026.docx
Vaca 446 | entrada 13:07 | tag 13:07 | salida 13:15 | rfid si | flujo si | doc validacion_visita_19_05_2026.docx
Vaca 728 | entrada 13:07 | tag 13:07 | salida 13:14 | rfid si | flujo si | doc validacion_visita_19_05_2026.docx
Vaca 746 | entrada 13:07 | tag 13:07 | salida 13:14 | rfid si | flujo si | doc validacion_visita_19_05_2026.docx
Vaca 474 | entrada 13:10 | tag 13:10 | salida 13:20 | rfid si | flujo si | doc validacion_visita_19_05_2026.docx
Vaca 752 | entrada 13:10 | tag 13:10 | salida 13:19 | rfid si | flujo si | doc validacion_visita_19_05_2026.docx
Vaca 559 | entrada 13:10:58 | tag 13:11 | salida 13:19 | rfid si | flujo si | doc validacion_visita_19_05_2026.docx
Vaca 773 | entrada 13:25 | tag 13:25 | salida 13:34 | rfid si | flujo si | doc validacion_visita_19_05_2026.docx
Vaca 432 | entrada 13:29 | tag 13:29 | salida 13:38 | rfid si | flujo si | doc validacion_visita_19_05_2026.docx
Vaca 460 | entrada 13:34 | tag 13:41 | salida 13:46 | rfid dudoso | flujo si | doc validacion_visita_19_05_2026.docx
Vaca 634 | entrada 13:34 | tag 13:35 | salida 13:49 | rfid dudoso | flujo si | doc validacion_visita_19_05_2026.docx
Vaca 498 | entrada 13:37 | tag 13:34 | salida 13:46 | rfid dudoso | flujo si | doc validacion_visita_19_05_2026.docx
Vaca 514 | entrada 13:38 | tag 13:38 | salida 13:49 | rfid si | flujo si | doc validacion_visita_19_05_2026.docx
Vaca 531 | entrada 13:46 | tag 13:50 | salida 13:54 | rfid dudoso | flujo si | doc validacion_visita_19_05_2026.docx
Vaca 754 | entrada 13:47 | tag 13:50 | salida 13:55 | rfid dudoso | flujo si | doc validacion_visita_19_05_2026.docx
Vaca 688 | entrada 13:48 | tag 13:50 | salida 13:57 | rfid dudoso | flujo si | doc validacion_visita_19_05_2026.docx

## 2026-05-20 PM
Ventana de ordeño: 13:00 - 14:35
Vacas registradas: 7
Vaca 460 | entrada  | tag  | salida 14:14 | rfid si | flujo si | doc validacion_visita_20_05_2026.docx
Vaca 498 | entrada  | tag  | salida 14:14 | rfid si | flujo si | doc validacion_visita_20_05_2026.docx
Vaca 514 | entrada 14:15 | tag 14:15 | salida 14:24 | rfid si | flujo si | doc validacion_visita_20_05_2026.docx
Vaca 634 | entrada 14:15 | tag 14:15 | salida 14:28 | rfid si | flujo si | doc validacion_visita_20_05_2026.docx
Vaca 531 | entrada 14:21 | tag 14:21 | salida 14:34 | rfid si | flujo si | doc validacion_visita_20_05_2026.docx
Vaca 754 | entrada 14:21 | tag 14:21 | salida 14:33 | rfid si | flujo dudoso | doc validacion_visita_20_05_2026.docx
Vaca 688 | entrada 14:22 | tag 14:22 | salida 14:35 | rfid si | flujo si | doc validacion_visita_20_05_2026.docx

## 2026-05-21 PM
Ventana de ordeño: 12:50 - 13:56
Vacas registradas: 20
Vaca 664 | entrada 12:50 | tag 12:50 | salida 15:57 | rfid si | flujo si | doc validacion_visita_21_05_2026.docx
Vaca 773 | entrada 12:50 | tag 12:50 | salida 12:58 | rfid si | flujo si | doc validacion_visita_21_05_2026.docx
Vaca 474 | entrada 12:54 | tag 12:54 | salida 13:02 | rfid si | flujo si | doc validacion_visita_21_05_2026.docx
Vaca 497 | entrada 12:54 | tag 12:54 | salida 13:02 | rfid si | flujo si | doc validacion_visita_21_05_2026.docx
Vaca 752 | entrada 12:54 | tag 12:54 | salida 13:02 | rfid si | flujo si | doc validacion_visita_21_05_2026.docx
Vaca 491 | entrada 12:59 | tag 12:59 | salida 13:07 | rfid si | flujo si | doc validacion_visita_21_05_2026.docx
Vaca 559 | entrada 13:00 | tag 13:00 | salida 13:07 | rfid si | flujo si | doc validacion_visita_21_05_2026.docx
Vaca 747 | entrada 13:00 | tag 13:00 | salida 13:08 | rfid si | flujo si | doc validacion_visita_21_05_2026.docx
Vaca 741 | entrada 13:03 | tag 13:03 | salida 13:10 | rfid si | flujo si | doc validacion_visita_21_05_2026.docx
Vaca 696 | entrada 13:04 | tag 13:04 | salida 13:12 | rfid si | flujo si | doc validacion_visita_21_05_2026.docx
Vaca 748 | entrada 13:04 | tag 13:04 | salida 13:10 | rfid si | flujo si | doc validacion_visita_21_05_2026.docx
Vaca 498 | entrada 13:21 | tag 13:21 | salida 13:27 | rfid si | flujo si | doc validacion_visita_21_05_2026.docx
Vaca 460 | entrada 13:25 | tag 13:25 | salida 13:35 | rfid si | flujo si | doc validacion_visita_21_05_2026.docx
Vaca 432 | entrada 13:30 | tag 13:30 | salida 13:40 | rfid si | flujo si | doc validacion_visita_21_05_2026.docx
Vaca 634 | entrada 13:30 | tag 13:30 | salida 13:39 | rfid si | flujo si | doc validacion_visita_21_05_2026.docx
Vaca 762 | entrada 13:30 | tag 13:30 | salida 13:39 | rfid si | flujo si | doc validacion_visita_21_05_2026.docx
Vaca 514 | entrada 13:37 | tag 13:37 | salida 13:47 | rfid si | flujo si | doc validacion_visita_21_05_2026.docx
Vaca 688 | entrada 13:37 | tag 13:37 | salida 13:53 | rfid si | flujo si | doc validacion_visita_21_05_2026.docx
Vaca 531 | entrada 13:43 | tag 13:43 | salida 13:53 | rfid si | flujo si | doc validacion_visita_21_05_2026.docx
Vaca 514 | entrada 13:47 | tag 13:47 | salida 13:47 | rfid si | flujo  | doc validacion_visita_21_05_2026.docx
Vaca 754 | entrada 13:49 | tag 13:49 | salida 13:55 | rfid si | flujo si | doc validacion_visita_21_05_2026.docx

## 2026-05-25 PM
Ventana de ordeño: 12:45 - 13:54
Vacas registradas: 9
Vaca 440 | entrada  | tag  | salida 13:28 | rfid si | flujo si | doc validacion_visita_25_05_2026.docx
Vaca 777 | entrada  | tag  | salida 13:28 | rfid si | flujo si | doc validacion_visita_25_05_2026.docx
Vaca 460 | entrada 13:23 | tag 13:23 | salida 13:31 | rfid si | flujo si | doc validacion_visita_25_05_2026.docx
Vaca 498 | entrada 13:23 | tag 13:23 | salida 13:32 | rfid si | flujo si | doc validacion_visita_25_05_2026.docx
Vaca 514 | entrada 13:24 | tag 13:24 | salida 13:35 | rfid si | flujo si | doc validacion_visita_25_05_2026.docx
Vaca 754 | entrada 13:33 | tag 13:33 | salida 13:44 | rfid si | flujo dudoso | doc validacion_visita_25_05_2026.docx
Vaca 762 | entrada 13:33 | tag 13:33 | salida 13:44 | rfid si | flujo dudoso | doc validacion_visita_25_05_2026.docx
Vaca 531 | entrada 13:34 | tag 13:37 | salida 13:49 | rfid si | flujo si | doc validacion_visita_25_05_2026.docx
Vaca 688 | entrada 13:34 | tag 13:34 | salida 13:54 | rfid si | flujo si | doc validacion_visita_25_05_2026.docx

## 2026-05-26 PM
Ventana de ordeño: 12:49 - 13:47
Vacas registradas: 20
Vaca 664 | entrada 12:49 | tag 12:49 | salida 12:56 | rfid si | flujo si | doc validacion_visita_26_05_2026.docx
Vaca 746 | entrada 12:49 | tag 12:49 | salida 12:55 | rfid si | flujo si | doc validacion_visita_26_05_2026.docx
Vaca 491 | entrada 12:51 | tag 12:51 | salida 13:00 | rfid si | flujo si | doc validacion_visita_26_05_2026.docx
Vaca 538 | entrada 12:51 | tag 12:51 | salida 12:59 | rfid si | flujo si | doc validacion_visita_26_05_2026.docx
Vaca 471 | entrada 12:52 | tag 12:52 | salida 13:02 | rfid si | flujo si | doc validacion_visita_26_05_2026.docx
Vaca 424 | entrada 12:56 | tag 12:56 | salida 13:03 | rfid si | flujo si | doc validacion_visita_26_05_2026.docx
Vaca 432 | entrada 12:56 | tag 12:58 | salida 13:03 | rfid dudoso | flujo si | doc validacion_visita_26_05_2026.docx
Vaca 728 | entrada 12:56 | tag 12:58 | salida 13:03 | rfid dudoso | flujo si | doc validacion_visita_26_05_2026.docx
Vaca 474 | entrada 13:00 | tag 13:00 | salida 13:08 | rfid si | flujo si | doc validacion_visita_26_05_2026.docx
Vaca 748 | entrada 13:00 | tag 13:00 | salida 13:07 | rfid si | flujo si | doc validacion_visita_26_05_2026.docx
Vaca 752 | entrada 13:00 | tag 13:00 | salida 13:08 | rfid si | flujo si | doc validacion_visita_26_05_2026.docx
Vaca 778 | entrada 13:13 | tag 13:13 | salida 13:21 | rfid si | flujo si | doc validacion_visita_26_05_2026.docx
Vaca 777 | entrada 13:19 | tag 13:19 | salida 13:27 | rfid si | flujo si | doc validacion_visita_26_05_2026.docx
Vaca 498 | entrada 13:23 | tag 13:23 | salida 13:35 | rfid si | flujo si | doc validacion_visita_26_05_2026.docx
Vaca 634 | entrada 13:24 | tag 13:24 | salida 13:36 | rfid si | flujo si | doc validacion_visita_26_05_2026.docx
Vaca 514 | entrada 13:25 | tag 13:25 | salida 13:36 | rfid si | flujo si | doc validacion_visita_26_05_2026.docx
Vaca 688 | entrada 13:29 | tag 13:29 | salida 13:43 | rfid si | flujo si | doc validacion_visita_26_05_2026.docx
Vaca 754 | entrada 13:30 | tag 13:30 | salida 13:40 | rfid si | flujo dudoso | doc validacion_visita_26_05_2026.docx
Vaca 762 | entrada 13:30 | tag 13:30 | salida 13:40 | rfid si | flujo dudoso | doc validacion_visita_26_05_2026.docx
Vaca 531 | entrada 13:35 | tag 13:35 | salida 13:46 | rfid si | flujo si | doc validacion_visita_26_05_2026.docx
